iter, gearRatio, module, Ns, Np, Nr, numPlanet, fwSunMM, fwPlanetMM, fwRingMM, mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
7 , 5.7 , 0.7 , 20 , 37 , 94 , 3 , 24.052 , 24.052 , 24.052 , 1.336 , 0.947 , 43.091 , -0.19335002029297121 , 32.25374251497006 , 0.05 , 99.65151906773858
7 , 5.8 , 0.6 , 30 , 57 , 144 , 3 , 18.389 , 18.389 , 18.389 , 1.396 , 0.962 , 43.847 , -0.18428398969430687 , 31.409025787965618 , 0.128 , 96.98926291668832
10 , 6.0 , 0.7999999999999999 , 24 , 48 , 120 , 3 , 14.124 , 14.124 , 14.124 , 1.363 , 0.955 , 45.359 , -0.19039492239598144 , 33.278796771826855 , 0.134 , 92.72354155847698
7 , 6.2 , 0.6 , 30 , 63 , 156 , 3 , 18.306 , 18.306 , 18.306 , 1.408 , 0.964 , 46.871 , -0.18092785000877432 , 33.2890625 , 0.134 , 96.90632652923662
5 , 6.3 , 0.8999999999999999 , 20 , 43 , 106 , 3 , 14.42 , 14.42 , 14.42 , 1.368 , 0.949 , 47.627 , -0.18441977769866646 , 34.81505847953216 , 0.134 , 93.02026795700252
4 , 6.4 , 0.5 , 30 , 66 , 162 , 3 , 26.308 , 26.308 , 26.308 , 1.441 , 0.964 , 48.383 , -0.17029024661629977 , 33.57598889659958 , 0.103 , 104.90841166288332
4 , 6.5 , 0.7 , 24 , 54 , 132 , 3 , 18.337 , 18.337 , 18.337 , 1.391 , 0.957 , 49.139 , -0.1821496157524855 , 35.32638389647735 , 0.128 , 96.93689065990124
4 , 6.6 , 0.7999999999999999 , 20 , 46 , 112 , 3 , 18.182 , 18.182 , 18.182 , 1.393 , 0.95 , 49.895 , -0.17663350743939277 , 35.818377602297204 , 0.128 , 96.78197784258346
3 , 6.6923076923076925 , 0.6 , 26 , 61 , 148 , 3 , 22.245 , 22.245 , 22.245 , 1.435 , 0.96 , 50.593 , -0.09288004025681945 , 35.25644599303136 , 0.128 , 100.84504611313146
2 , 6.8 , 0.5 , 30 , 72 , 174 , 3 , 26.214 , 26.214 , 26.214 , 1.476 , 0.965 , 51.407 , -0.15926305519854167 , 34.828590785907856 , 0.128 , 104.81447938215906
5 , 6.9 , 0.7999999999999999 , 20 , 49 , 118 , 3 , 18.12 , 18.12 , 18.12 , 1.409 , 0.951 , 52.163 , -0.17208904486031162 , 37.021291696238464 , 0.134 , 96.72029525984513
4 , 7.0 , 0.7 , 18 , 45 , 108 , 3 , 27.47 , 27.47 , 27.47 , 1.419 , 0.946 , 52.919 , -0.16581990934001667 , 37.29316420014094 , 0.081 , 105.07029050168617
3 , 7.090909090909091 , 0.7 , 22 , 56 , 134 , 3 , 20.625 , 20.625 , 20.625 , 1.414 , 0.955 , 53.606 , -0.08210363317067776 , 37.910891089108915 , 0.128 , 99.22478231965256
3 , 7.2 , 0.6 , 25 , 65 , 155 , 3 , 23.402 , 23.402 , 23.402 , 1.444 , 0.96 , 54.431 , -0.16653853085392606 , 37.69459833795014 , 0.128 , 102.00195222725011
