iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
3 , 26.0 , 0.5 , 0.5 , 27 , 54 , 36 , 135 , 117 , 3 , 9.278 , 35.258 , 45.728 , 35.258 , 45.728 , 0.921 , 0.881 , 59.588 , -0.2861997296338845 , 64.699 , 0.05 , 145.9864711575552
3 , 26.0 , 0.5 , 0.5 , 27 , 54 , 36 , 135 , 117 , 3 , 9.278 , 35.258 , 45.728 , 35.258 , 45.728 , 0.921 , 0.881 , 59.588 , -0.2861997296338845 , 64.699 , 0.05 , 145.9864711575552
3 , 26.133333333333333 , 0.5 , 0.5 , 75 , 35 , 30 , 145 , 140 , 5 , 1.631 , 21.807 , 24.572 , 21.807 , 24.572 , 0.935 , 0.732 , 59.893 , -0.1815229438249557 , 64.057 , 0.103 , 114.37890467247774
3 , 26.363636363636363 , 0.5 , 0.5 , 44 , 40 , 32 , 124 , 116 , 4 , 3.751 , 30.839 , 36.328 , 30.839 , 36.328 , 0.875 , 0.801 , 60.421 , -0.24762894817916142 , 69.053 , 0.05 , 132.16732059338165
2 , 26.448979591836736 , 0.5 , 0.5 , 21 , 54 , 33 , 129 , 108 , 3 , 13.087 , 37.494 , 51.508 , 37.494 , 51.508 , 0.915 , 0.886 , 60.617 , -0.2913777407183908 , 66.248 , 0.038 , 154.0020228545825
4 , 26.52 , 0.5 , 0.5 , 30 , 51 , 36 , 132 , 117 , 3 , 8.071 , 37.101 , 46.643 , 37.101 , 46.643 , 0.931 , 0.867 , 60.779 , -0.27380748206715466 , 65.284 , 0.05 , 148.74409689101654
3 , 26.6 , 0.5 , 0.5 , 30 , 57 , 39 , 144 , 126 , 3 , 8.028 , 33.67 , 42.654 , 33.67 , 42.654 , 0.929 , 0.883 , 60.963 , -0.2850931339878364 , 65.622 , 0.05 , 141.32387074241117
2 , 26.714285714285715 , 0.6 , 0.6 , 18 , 51 , 30 , 120 , 99 , 3 , 11.259 , 28.443 , 40.442 , 28.443 , 40.442 , 0.872 , 0.881 , 61.225 , -0.3021293947747551 , 70.212 , 0.05 , 133.8854515134938
3 , 26.78787878787879 , 0.5 , 0.5 , 44 , 52 , 40 , 148 , 136 , 4 , 3.699 , 25.106 , 29.75 , 25.106 , 29.75 , 0.922 , 0.852 , 61.393 , -0.2669490154432624 , 66.587 , 0.081 , 121.85574908679008
4 , 26.892307692307693 , 0.5 , 0.5 , 39 , 57 , 42 , 153 , 138 , 3 , 5.703 , 32.117 , 38.813 , 32.117 , 38.813 , 0.981 , 0.873 , 61.633 , -0.261025229222903 , 62.827 , 0.081 , 137.92944992354444
3 , 27.0 , 0.6 , 0.6 , 30 , 45 , 33 , 120 , 108 , 3 , 5.641 , 29.417 , 36.515 , 29.417 , 36.515 , 0.881 , 0.845 , 61.879 , -0.27525729620090916 , 70.237 , 0.05 , 130.9314580095452
4 , 27.125 , 0.5 , 0.5 , 48 , 42 , 34 , 132 , 124 , 4 , 3.369 , 29.573 , 34.419 , 29.573 , 34.419 , 0.885 , 0.802 , 62.166 , -0.24540268556859424 , 70.244 , 0.05 , 128.9924236192243
4 , 27.238095238095237 , 0.6 , 0.6 , 28 , 44 , 32 , 116 , 104 , 4 , 4.649 , 23.103 , 28.909 , 23.103 , 28.909 , 0.831 , 0.843 , 62.425 , -0.29049864235728945 , 75.12 , 0.05 , 117.01295156770503
2 , 27.272727272727273 , 0.5 , 0.5 , 33 , 60 , 42 , 153 , 135 , 3 , 7.057 , 32.365 , 40.203 , 32.365 , 40.203 , 0.985 , 0.885 , 62.504 , -0.2681486745795308 , 63.456 , 0.081 , 139.5683380591374
1 , 27.40740740740741 , 0.5 , 0.5 , 18 , 60 , 33 , 138 , 111 , 3 , 16.083 , 35.939 , 52.005 , 35.939 , 52.005 , 0.928 , 0.897 , 62.813 , -0.29463509646646036 , 67.686 , 0.038 , 152.94378321143625
3 , 27.490909090909092 , 0.5 , 0.5 , 33 , 54 , 39 , 141 , 126 , 3 , 7.091 , 35.829 , 44.083 , 35.829 , 44.083 , 0.945 , 0.87 , 63.005 , -0.2706770000923265 , 66.672 , 0.05 , 144.9116247536667
2 , 27.5625 , 0.5 , 0.5 , 24 , 63 , 39 , 150 , 126 , 3 , 10.817 , 33.142 , 44.198 , 33.142 , 44.198 , 0.944 , 0.898 , 63.169 , -0.29056788321248556 , 66.916 , 0.05 , 142.33974938134835
3 , 27.5625 , 0.5 , 0.5 , 24 , 63 , 39 , 150 , 126 , 3 , 10.817 , 33.142 , 44.198 , 33.142 , 44.198 , 0.944 , 0.898 , 63.169 , -0.29056788321248556 , 66.916 , 0.05 , 142.33974938134835
2 , 27.857142857142858 , 0.5 , 0.5 , 21 , 60 , 36 , 141 , 117 , 3 , 13.021 , 35.801 , 48.994 , 35.801 , 48.994 , 0.949 , 0.895 , 63.844 , -0.2861456715007682 , 67.275 , 0.05 , 149.79545375551777
3 , 27.857142857142858 , 0.5 , 0.5 , 21 , 60 , 36 , 141 , 117 , 3 , 13.021 , 35.801 , 48.994 , 35.801 , 48.994 , 0.949 , 0.895 , 63.844 , -0.2861456715007682 , 67.275 , 0.05 , 149.79545375551777
7 , 28.0 , 0.6 , 0.6 , 24 , 48 , 33 , 120 , 105 , 3 , 7.612 , 30.175 , 38.89 , 30.175 , 38.89 , 0.892 , 0.862 , 64.171 , -0.28327116249531037 , 71.941 , 0.05 , 134.06504713653203
6 , 28.115384615384617 , 0.5 , 0.5 , 39 , 51 , 39 , 141 , 129 , 3 , 5.733 , 36.996 , 44.079 , 36.996 , 44.079 , 0.958 , 0.85 , 64.436 , -0.25342615375186595 , 67.261 , 0.05 , 146.07515155959234
4 , 28.2 , 0.5 , 0.5 , 45 , 54 , 42 , 153 , 141 , 3 , 4.791 , 33.997 , 39.866 , 33.997 , 39.866 , 1.005 , 0.853 , 64.63 , -0.2395341431990088 , 64.308 , 0.081 , 140.863409551354
3 , 28.333333333333332 , 0.6 , 0.6 , 21 , 51 , 33 , 123 , 105 , 3 , 9.114 , 29.529 , 39.353 , 29.529 , 39.353 , 0.895 , 0.874 , 64.935 , -0.29023369140807953 , 72.553 , 0.05 , 133.8822152431801
2 , 28.444444444444443 , 0.6 , 0.6 , 18 , 48 , 30 , 114 , 96 , 3 , 11.295 , 32.209 , 44.324 , 32.209 , 44.324 , 0.883 , 0.869 , 65.19 , -0.2908965145857965 , 73.828 , 0.038 , 141.53302783725212
2 , 28.5 , 0.5 , 0.5 , 18 , 57 , 33 , 132 , 108 , 3 , 16.123 , 39.33 , 55.502 , 39.33 , 55.502 , 0.948 , 0.89 , 65.317 , -0.28324054399324045 , 68.9 , 0.038 , 159.8320999932293
5 , 28.6 , 0.6 , 0.6 , 30 , 39 , 30 , 108 , 99 , 3 , 5.687 , 35.669 , 43.297 , 35.669 , 43.297 , 0.91 , 0.809 , 65.546 , -0.24186574633664104 , 72.029 , 0.05 , 143.96557036688714
4 , 28.703703703703702 , 0.5 , 0.5 , 36 , 50 , 38 , 136 , 124 , 4 , 4.767 , 29.448 , 35.291 , 29.448 , 35.291 , 0.9 , 0.849 , 65.784 , -0.2715001550924026 , 73.093 , 0.05 , 129.73905410509602
