iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
3 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 16.55 , 110.051 , 128.306 , 110.051 , 128.306 , 1.977 , 0.804 , 217.246 , 0.11348603773472599 , 109.887 , 0.05 , 308.35729553479996
3 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 16.55 , 110.051 , 128.306 , 110.051 , 128.306 , 1.977 , 0.804 , 217.246 , 0.11348603773472599 , 109.887 , 0.05 , 308.35729553479996
3 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 16.55 , 110.051 , 128.306 , 110.051 , 128.306 , 1.977 , 0.804 , 217.246 , 0.11348603773472599 , 109.887 , 0.05 , 308.35729553479996
4 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 16.55 , 110.051 , 128.306 , 110.051 , 128.306 , 1.977 , 0.804 , 217.246 , 0.11348603773472599 , 109.887 , 0.05 , 308.35729553479996
6 , 44.0 , 0.6 , 0.6 , 63 , 33 , 30 , 129 , 126 , 3 , 5.011 , 106.568 , 114.788 , 106.568 , 114.788 , 2.193 , 0.621 , 218.488 , 0.30746387815306603 , 99.63 , 0.128 , 294.3562830588657
5 , 44.18181818181818 , 0.5 , 0.5 , 44 , 54 , 46 , 152 , 144 , 4 , 8.001 , 88.265 , 97.561 , 88.265 , 97.561 , 2.001 , 0.8 , 219.391 , 0.1242199529981457 , 109.641 , 0.081 , 257.82605535536106
8 , 44.2 , 0.7 , 0.7 , 40 , 34 , 30 , 108 , 104 , 4 , 4.709 , 69.251 , 76.261 , 69.251 , 76.261 , 1.737 , 0.675 , 219.481 , 0.12098292683907108 , 126.356 , 0.103 , 218.5117154293012
3 , 44.333333333333336 , 0.6 , 0.6 , 36 , 42 , 36 , 120 , 114 , 3 , 9.651 , 107.815 , 120.258 , 107.815 , 120.258 , 2.027 , 0.751 , 220.143 , 0.16600189115756414 , 108.605 , 0.081 , 300.07256858233956
2 , 44.4 , 0.6 , 0.6 , 18 , 54 , 39 , 126 , 111 , 3 , 24.323 , 98.404 , 120.895 , 98.404 , 120.895 , 1.991 , 0.854 , 220.474 , 0.08481824223282575 , 110.735 , 0.05 , 289.2991946556149
4 , 44.4 , 0.6 , 0.6 , 18 , 54 , 39 , 126 , 111 , 3 , 24.323 , 98.404 , 120.895 , 98.404 , 120.895 , 1.991 , 0.854 , 220.474 , 0.08481824223282575 , 110.735 , 0.05 , 289.2991946556149
4 , 44.4 , 0.6 , 0.6 , 18 , 54 , 39 , 126 , 111 , 3 , 24.323 , 98.404 , 120.895 , 98.404 , 120.895 , 1.991 , 0.854 , 220.474 , 0.08481824223282575 , 110.735 , 0.05 , 289.2991946556149
6 , 44.92857142857143 , 0.6 , 0.6 , 21 , 51 , 39 , 123 , 111 , 3 , 19.747 , 102.824 , 122.335 , 102.824 , 122.335 , 2.005 , 0.836 , 223.099 , 0.1013561830897396 , 111.271 , 0.05 , 295.15845340716214
4 , 44.92857142857143 , 0.6 , 0.6 , 21 , 51 , 39 , 123 , 111 , 3 , 19.747 , 102.824 , 122.335 , 102.824 , 122.335 , 2.005 , 0.836 , 223.099 , 0.1013561830897396 , 111.271 , 0.05 , 295.15845340716214
3 , 44.92857142857143 , 0.6 , 0.6 , 21 , 51 , 39 , 123 , 111 , 3 , 19.747 , 102.824 , 122.335 , 102.824 , 122.335 , 2.005 , 0.836 , 223.099 , 0.1013561830897396 , 111.271 , 0.05 , 295.15845340716214
6 , 45.0 , 0.8 , 0.8 , 24 , 36 , 30 , 96 , 90 , 3 , 9.431 , 79.132 , 90.775 , 79.132 , 90.775 , 1.769 , 0.741 , 223.454 , 0.08759110788995517 , 126.317 , 0.081 , 241.9067425668269
6 , 45.03703703703704 , 0.6 , 0.6 , 27 , 48 , 39 , 123 , 114 , 3 , 14.043 , 104.144 , 119.559 , 104.144 , 119.559 , 2.004 , 0.807 , 223.637 , 0.12058831318260965 , 111.595 , 0.05 , 293.7038484288175
2 , 45.333333333333336 , 0.6 , 0.6 , 18 , 48 , 36 , 114 , 102 , 3 , 24.472 , 112.732 , 136.641 , 112.732 , 136.641 , 2.023 , 0.831 , 225.109 , 0.11075315329291702 , 111.275 , 0.038 , 319.3728367365942
2 , 45.333333333333336 , 0.6 , 0.6 , 18 , 48 , 36 , 114 , 102 , 3 , 24.472 , 112.732 , 136.641 , 112.732 , 136.641 , 2.023 , 0.831 , 225.109 , 0.11075315329291702 , 111.275 , 0.038 , 319.3728367365942
3 , 45.333333333333336 , 0.6 , 0.6 , 18 , 48 , 36 , 114 , 102 , 3 , 24.472 , 112.732 , 136.641 , 112.732 , 136.641 , 2.023 , 0.831 , 225.109 , 0.11075315329291702 , 111.275 , 0.038 , 319.3728367365942
3 , 45.333333333333336 , 0.6 , 0.6 , 18 , 48 , 36 , 114 , 102 , 3 , 24.472 , 112.732 , 136.641 , 112.732 , 136.641 , 2.023 , 0.831 , 225.109 , 0.11075315329291702 , 111.275 , 0.038 , 319.3728367365942
4 , 45.705882352941174 , 0.5 , 0.5 , 68 , 42 , 38 , 152 , 148 , 4 , 4.893 , 95.709 , 102.711 , 95.709 , 102.711 , 2.091 , 0.684 , 226.959 , 0.23143866988748424 , 108.541 , 0.103 , 271.4198927469905
6 , 45.705882352941174 , 0.5 , 0.5 , 68 , 42 , 38 , 152 , 148 , 4 , 4.893 , 95.709 , 102.711 , 95.709 , 102.711 , 2.091 , 0.684 , 226.959 , 0.23143866988748424 , 108.541 , 0.103 , 271.4198927469905
