thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,push_duration,best_index,best_cost,ctrl_v2_param1,ctrl_v2_param2,ctrl_v2_param3,ctrl_v4_param1,ctrl_v4_param2,ctrl_v4_param3,ctrl_v6_param1,ctrl_v6_param2,ctrl_v6_param3
0.21569537236293193,0.33456043718116574,U12,VT8020,21.529178129152204,4.804111199864065,WPG,SSPG,0.06331404006551657,2,3.0040651509023726,76.6,8.2,21.3,100.1,8.0,48.5,274.2,5.0,14.3
0.21797489997727293,0.33376278318970376,U12,VT8020,23.287027596958083,4.909282818789327,WPG,CPG,0.062599333298717,5,3.0039504828496786,61.1,8.2,20.0,116.1,8.6,46.2,263.1,5.1,14.8
0.21384655489480475,0.3331149282294387,U12,VT8020,21.75398524103141,5.323533656868621,WPG,CPG,0.06536436826716076,7,3.0031578678765847,72.9,7.8,20.0,106.0,8.1,46.4,242.1,6.0,15.3
0.21707131961244525,0.3331781817940229,U12,VT8020,21.98362419906843,4.410851553126904,WPG,SSPG,0.0697385466459701,0,3.0018409390844347,72.5,8.7,20.6,108.3,8.2,47.1,261.6,5.2,14.7
0.20729764843049342,0.3270951807831527,U12,VT8020,22.22350761757458,4.461182210811039,WPG,CPG,0.07010461643464164,1,3.0037506641550684,72.0,8.5,21.5,99.3,7.8,46.8,268.5,5.4,15.3
0.20549177788541179,0.3297700645530129,U12,VT8020,24.094278472423333,4.491301145641466,WPG,CPG,0.06759634515076984,7,3.00203592336742,62.4,8.5,21.5,95.9,8.0,47.9,268.5,5.3,13.0
0.20697352353951462,0.33043769184221994,U12,VT8020,21.80910411434412,4.546288019197974,WPG,CPG,0.06427071340185461,6,3.0020764546768968,62.6,8.5,20.6,93.7,7.8,48.5,274.7,5.0,13.3
0.20579621973416384,0.3296468430631834,U12,VT8020,21.492020262368392,4.1715645134174775,WPG,CPG,0.06352903734739597,5,3.001881135385292,61.0,8.6,20.2,101.1,7.8,46.6,272.9,4.8,15.0
0.2005308275030375,0.3290718882027809,U12,VT8020,21.410105673190145,4.230183612722516,WPG,CPG,0.06656066728419263,1,3.0016961932839807,54.7,9.0,20.4,96.1,8.2,46.9,251.3,5.5,15.5
0.19709988413650187,0.32539765710245383,U12,VT8020,21.079466499845367,4.276990251821498,WPG,CPG,0.06207235411767979,1,3.0021490025572377,56.4,8.6,17.8,85.5,7.8,47.4,262.0,5.2,14.9
0.19898118001535864,0.3278597193689894,U12,VT8020,20.77863888735191,4.714975716909811,WPG,CPG,0.06329240386455531,0,3.002247418848865,54.3,8.4,18.8,76.3,7.9,47.6,257.1,5.4,15.5
0.19778717268976848,0.325456772652128,U12,VT8020,21.034318293867706,4.31918878364733,WPG,CPG,0.06439446819031862,0,3.00218968710531,53.6,8.6,20.0,77.1,7.5,47.5,245.9,5.7,16.4
0.20076200445733838,0.3270940985448143,U12,VT8020,21.16345687232003,4.138217706417867,WPG,CPG,0.06247288405903936,3,3.002207904190379,51.3,8.3,19.1,76.3,7.4,48.2,251.0,5.2,12.8
0.19636828524554706,0.3250398292190743,U12,VT8020,23.163361592379633,4.081708170928593,WPG,CPG,0.0662128034700954,2,3.0028178616235044,58.4,8.6,20.2,74.5,7.6,48.3,250.8,5.2,14.6
0.2017235221128964,0.3286272240655837,U12,VT8020,20.951383309666735,4.472095163178027,WPG,CPG,0.06496359457075013,0,3.001651729757218,51.8,8.4,18.9,78.9,7.6,48.6,256.1,5.9,15.8
0.2023775516299948,0.32811741205313755,U12,VT8020,21.20524952656986,4.30799505256994,WPG,CPG,0.06730535894246224,3,3.002004157017711,60.6,8.6,19.5,70.1,7.9,47.6,251.4,5.7,15.7
0.1975764019269527,0.3253834548686416,U12,VT8020,19.988776890763518,4.147728590085924,WPG,CPG,0.0666234520638884,1,3.0018989661446986,60.4,8.6,18.6,75.4,7.8,48.3,247.4,5.9,15.8
0.1974176283322214,0.3241947934346061,U12,VT8020,20.057628470806954,4.000061597690644,WPG,CPG,0.06647876676800304,7,3.0020942920111944,56.8,8.7,18.4,68.5,7.5,46.5,229.9,5.7,16.6
0.20206695541141884,0.3278434238676775,U12,VT8020,18.924267527246645,4.395672657356328,WPG,SSPG,0.06498617368199874,6,3.0018773933079554,57.9,8.9,18.6,56.5,7.7,45.6,230.2,5.9,17.3
0.20044514179795686,0.32874775585946725,U12,VT8020,19.27199731625995,4.182159022020231,WPG,CPG,0.06162670163308145,4,3.00145486842695,51.3,8.9,18.0,52.9,7.8,46.5,233.8,6.0,17.6
