iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
2 , 44.44444444444444 , 0.5 , 0.5 , 18 , 60 , 42 , 138 , 120 , 3 , 16.173 , 59.453 , 73.754 , 59.453 , 73.754 , 1.199 , 0.87 , 102.425 , -0.18719858601554074 , 85.425 , 0.038 , 198.70703721845067
2 , 44.44444444444444 , 0.5 , 0.5 , 18 , 60 , 42 , 138 , 120 , 3 , 16.173 , 59.453 , 73.754 , 59.453 , 73.754 , 1.199 , 0.87 , 102.425 , -0.18719858601554074 , 85.425 , 0.038 , 198.70703721845067
3 , 44.92857142857143 , 0.5 , 0.5 , 21 , 51 , 39 , 123 , 111 , 3 , 13.197 , 68.718 , 81.757 , 68.718 , 81.757 , 1.178 , 0.836 , 103.541 , -0.17152126003194368 , 87.896 , 0.038 , 215.97512640011027
3 , 44.92857142857143 , 0.5 , 0.5 , 21 , 51 , 39 , 123 , 111 , 3 , 13.197 , 68.718 , 81.757 , 68.718 , 81.757 , 1.178 , 0.836 , 103.541 , -0.17152126003194368 , 87.896 , 0.038 , 215.97512640011027
3 , 44.92857142857143 , 0.6 , 0.6 , 21 , 51 , 39 , 123 , 111 , 3 , 9.165 , 47.721 , 56.776 , 47.721 , 56.776 , 1.137 , 0.836 , 103.541 , -0.18480196000939442 , 91.065 , 0.05 , 169.9966155556317
5 , 45.0 , 0.5 , 0.5 , 32 , 48 , 40 , 128 , 120 , 4 , 5.603 , 50.203 , 56.659 , 50.203 , 56.659 , 1.082 , 0.794 , 103.705 , -0.17516438375745108 , 95.846 , 0.038 , 172.36192503268813
5 , 45.03703703703704 , 0.5 , 0.5 , 27 , 48 , 39 , 123 , 114 , 3 , 9.385 , 69.601 , 79.902 , 69.601 , 79.902 , 1.176 , 0.807 , 103.791 , -0.1527078801604978 , 88.258 , 0.038 , 215.00300270381314
2 , 45.333333333333336 , 0.6 , 0.6 , 18 , 48 , 36 , 114 , 102 , 3 , 11.358 , 52.319 , 63.415 , 52.319 , 63.415 , 1.113 , 0.831 , 104.474 , -0.18957733829847329 , 93.867 , 0.038 , 181.23457294698352
1 , 45.333333333333336 , 0.5 , 0.5 , 18 , 48 , 36 , 114 , 102 , 3 , 16.355 , 75.34 , 91.318 , 75.34 , 91.318 , 1.184 , 0.831 , 104.474 , -0.1662902585897521 , 88.238 , 0.031 , 232.15778504365656
2 , 45.388888888888886 , 0.5 , 0.5 , 27 , 57 , 45 , 141 , 129 , 3 , 9.305 , 59.91 , 69.246 , 59.91 , 69.246 , 1.231 , 0.843 , 104.602 , -0.15842747285826536 , 84.973 , 0.05 , 194.65632969602535
2 , 45.388888888888886 , 0.5 , 0.5 , 27 , 57 , 45 , 141 , 129 , 3 , 9.305 , 59.91 , 69.246 , 59.91 , 69.246 , 1.231 , 0.843 , 104.602 , -0.15842747285826536 , 84.973 , 0.05 , 194.65632969602535
3 , 45.63157894736842 , 0.5 , 0.5 , 57 , 51 , 45 , 159 , 153 , 3 , 3.664 , 54.521 , 59.063 , 54.521 , 59.063 , 1.355 , 0.759 , 105.161 , -0.061097185133033804 , 77.61 , 0.103 , 182.08388798165447
7 , 45.705882352941174 , 0.5 , 0.5 , 68 , 42 , 38 , 152 , 148 , 4 , 2.271 , 44.419 , 47.668 , 44.419 , 47.668 , 1.243 , 0.684 , 105.332 , -0.04818826766421175 , 84.74 , 0.103 , 160.58718099283408
5 , 45.81818181818182 , 0.5 , 0.5 , 55 , 45 , 40 , 145 , 140 , 5 , 2.305 , 36.734 , 39.807 , 36.734 , 39.807 , 1.116 , 0.725 , 105.591 , -0.11765781003215259 , 94.616 , 0.081 , 144.04116436997123
2 , 46.0 , 0.6 , 0.6 , 28 , 46 , 38 , 120 , 112 , 4 , 4.663 , 38.231 , 43.52 , 38.231 , 43.52 , 1.06 , 0.791 , 106.01 , -0.1805210251649111 , 100.009 , 0.05 , 147.25092260624993
3 , 46.0 , 0.6 , 0.6 , 28 , 46 , 38 , 120 , 112 , 4 , 4.663 , 38.231 , 43.52 , 38.231 , 43.52 , 1.06 , 0.791 , 106.01 , -0.1805210251649111 , 100.009 , 0.05 , 147.25092260624993
3 , 46.0 , 0.6 , 0.6 , 28 , 46 , 38 , 120 , 112 , 4 , 4.663 , 38.231 , 43.52 , 38.231 , 43.52 , 1.06 , 0.791 , 106.01 , -0.1805210251649111 , 100.009 , 0.05 , 147.25092260624993
3 , 46.0 , 0.6 , 0.6 , 28 , 46 , 38 , 120 , 112 , 4 , 4.663 , 38.231 , 43.52 , 38.231 , 43.52 , 1.06 , 0.791 , 106.01 , -0.1805210251649111 , 100.009 , 0.05 , 147.25092260624993
1 , 46.46666666666667 , 0.5 , 0.5 , 30 , 51 , 42 , 132 , 123 , 3 , 8.116 , 66.467 , 75.311 , 66.467 , 75.311 , 1.227 , 0.81 , 107.085 , -0.13758497029215677 , 87.274 , 0.05 , 207.27814545413815
1 , 46.46666666666667 , 0.5 , 0.5 , 30 , 51 , 42 , 132 , 123 , 3 , 8.116 , 66.467 , 75.311 , 66.467 , 75.311 , 1.227 , 0.81 , 107.085 , -0.13758497029215677 , 87.274 , 0.05 , 207.27814545413815
2 , 46.46666666666667 , 0.5 , 0.5 , 30 , 51 , 42 , 132 , 123 , 3 , 8.116 , 66.467 , 75.311 , 66.467 , 75.311 , 1.227 , 0.81 , 107.085 , -0.13758497029215677 , 87.274 , 0.05 , 207.27814545413815
2 , 46.46666666666667 , 0.5 , 0.5 , 30 , 51 , 42 , 132 , 123 , 3 , 8.116 , 66.467 , 75.311 , 66.467 , 75.311 , 1.227 , 0.81 , 107.085 , -0.13758497029215677 , 87.274 , 0.05 , 207.27814545413815
4 , 46.77272727272727 , 0.5 , 0.5 , 33 , 63 , 51 , 159 , 147 , 3 , 7.081 , 54.278 , 61.516 , 54.278 , 61.516 , 1.338 , 0.847 , 107.791 , -0.1258148570554491 , 80.561 , 0.081 , 183.29413614806904
3 , 46.77272727272727 , 0.5 , 0.5 , 33 , 63 , 51 , 159 , 147 , 3 , 7.081 , 54.278 , 61.516 , 54.278 , 61.516 , 1.338 , 0.847 , 107.791 , -0.1258148570554491 , 80.561 , 0.081 , 183.29413614806904
2 , 46.93333333333333 , 0.5 , 0.5 , 27 , 66 , 51 , 159 , 144 , 3 , 9.244 , 54.134 , 62.968 , 54.134 , 62.968 , 1.345 , 0.865 , 108.161 , -0.13590162484265228 , 80.417 , 0.081 , 184.60227103516038
2 , 46.93333333333333 , 0.5 , 0.5 , 27 , 66 , 51 , 159 , 144 , 3 , 9.244 , 54.134 , 62.968 , 54.134 , 62.968 , 1.345 , 0.865 , 108.161 , -0.13590162484265228 , 80.417 , 0.081 , 184.60227103516038
1 , 47.142857142857146 , 0.5 , 0.5 , 21 , 66 , 48 , 153 , 135 , 3 , 13.037 , 56.445 , 68.005 , 56.445 , 68.005 , 1.292 , 0.875 , 108.644 , -0.15947190936609068 , 84.09 , 0.05 , 189.95047947502212
